,country,year,sex,Preventable mortality,Treatable mortality,GDP per capita,y_QU1,y_QU2,y_QU3,y_QU4,y_QU5,high bmi,smoking,binge drinking
66,Cyprus,2016,F,49.98,59.77,22330.0,11467.4,18180.6,25357.4,35763.9,60673.0,0.09699999999999999,0.049,0.203
67,Cyprus,2016,M,153.51,83.46,22330.0,11467.4,18180.6,25357.4,35763.9,60673.0,0.147,0.218,0.306
68,Cyprus,2017,F,46.69,60.5,23630.0,11467.4,18180.6,25357.4,35763.9,60673.0,0.09699999999999999,0.049,0.203
69,Cyprus,2017,M,181.14,88.35,23630.0,11467.4,18180.6,25357.4,35763.9,60673.0,0.147,0.218,0.306
70,Czechia,2011,F,121.08,114.21,15740.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.16,0.028999999999999998,0.353
71,Czechia,2011,M,344.03,187.04,15740.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.184,0.11,0.21600000000000003
72,Czechia,2012,F,118.74,110.31,15470.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.16,0.028999999999999998,0.353
73,Czechia,2012,M,332.88,186.58,15470.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.184,0.11,0.21600000000000003
74,Czechia,2013,F,120.41,109.37,15170.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.16,0.028999999999999998,0.353
75,Czechia,2013,M,331.8,182.09,15170.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.184,0.11,0.21600000000000003
76,Czechia,2014,F,110.13,98.25,15000.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.16,0.028999999999999998,0.353
77,Czechia,2014,M,310.88,170.95,15000.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.184,0.11,0.21600000000000003
78,Czechia,2015,F,113.31,100.93,16080.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.16,0.028999999999999998,0.353
79,Czechia,2015,M,311.61,175.33,16080.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.184,0.11,0.21600000000000003
80,Czechia,2016,F,106.4,95.78,16790.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.16,0.028999999999999998,0.353
81,Czechia,2016,M,294.45,165.79,16790.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.184,0.11,0.21600000000000003
82,Czechia,2017,F,108.17,96.16,18330.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.16,0.028999999999999998,0.353
83,Czechia,2017,M,295.82,162.92,18330.0,5855.1,9334.9,12419.9,16699.2,26053.4,0.184,0.11,0.21600000000000003
84,Denmark,2011,F,126.47,86.18,44500.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.149,0.031,0.32899999999999996
85,Denmark,2011,M,242.02,96.74,44500.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.129,0.055999999999999994,0.27399999999999997
86,Denmark,2012,F,130.97,81.71,45530.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.149,0.031,0.32899999999999996
87,Denmark,2012,M,235.76,92.44,45530.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.129,0.055999999999999994,0.27399999999999997
88,Denmark,2013,F,122.39,73.79,46100.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.149,0.031,0.32899999999999996
89,Denmark,2013,M,223.94,87.55,46100.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.129,0.055999999999999994,0.27399999999999997
90,Denmark,2014,F,121.62,73.42,47090.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.149,0.031,0.32899999999999996
91,Denmark,2014,M,226.2,83.0,47090.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.129,0.055999999999999994,0.27399999999999997
92,Denmark,2015,F,116.91,73.07,48050.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.149,0.031,0.32899999999999996
93,Denmark,2015,M,212.8,82.83,48050.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.129,0.055999999999999994,0.27399999999999997
94,Denmark,2016,F,115.01,70.8,49420.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.149,0.031,0.32899999999999996
95,Denmark,2016,M,207.67,81.51,49420.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.129,0.055999999999999994,0.27399999999999997
96,Denmark,2017,F,111.21,65.19,51140.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.149,0.031,0.32899999999999996
97,Denmark,2017,M,203.44,81.59,51140.0,16748.4,29074.2,39407.5,52636.6,87674.0,0.129,0.055999999999999994,0.27399999999999997
98,Estonia,2011,F,136.86,113.6,12540.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.17,0.028999999999999998,0.326
99,Estonia,2011,M,518.56,229.04,12540.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.18,0.153,0.318
100,Estonia,2012,F,135.79,114.61,13520.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.17,0.028999999999999998,0.326
101,Estonia,2012,M,524.47,229.96,13520.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.18,0.153,0.318
102,Estonia,2013,F,134.01,110.67,14320.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.17,0.028999999999999998,0.326
103,Estonia,2013,M,476.59,217.37,14320.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.18,0.153,0.318
104,Estonia,2014,F,127.35,107.13,15240.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.17,0.028999999999999998,0.326
105,Estonia,2014,M,479.28,216.68,15240.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.18,0.153,0.318
106,Estonia,2015,F,125.68,107.21,15710.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.17,0.028999999999999998,0.326
107,Estonia,2015,M,459.28,205.27,15710.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.18,0.153,0.318
108,Estonia,2016,F,124.93,101.14,16530.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.17,0.028999999999999998,0.326
109,Estonia,2016,M,441.21,200.33,16530.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.18,0.153,0.318
110,Estonia,2017,F,113.9,95.2,18120.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.17,0.028999999999999998,0.326
111,Estonia,2017,M,418.41,193.26,18120.0,4233.3,7538.9,13294.9,19001.3,32143.5,0.18,0.153,0.318
112,Finland,2011,F,94.05,66.04,36750.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.154,0.0,0.33899999999999997
113,Finland,2011,M,288.01,109.2,36750.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.17800000000000002,0.0,0.282
114,Finland,2012,F,93.26,69.29,37130.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.154,0.0,0.33899999999999997
115,Finland,2012,M,278.31,102.45,37130.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.17800000000000002,0.0,0.282
116,Finland,2013,F,91.07,63.1,37570.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.154,0.0,0.33899999999999997
117,Finland,2013,M,272.82,99.63,37570.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.17800000000000002,0.0,0.282
118,Finland,2014,F,87.9,60.57,37880.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.154,0.0,0.33899999999999997
119,Finland,2014,M,254.43,95.69,37880.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.17800000000000002,0.0,0.282
120,Finland,2015,F,85.51,59.33,38570.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.154,0.0,0.33899999999999997
121,Finland,2015,M,245.41,91.84,38570.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.17800000000000002,0.0,0.282
122,Finland,2016,F,84.53,63.02,39580.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.154,0.0,0.33899999999999997
123,Finland,2016,M,251.58,91.82,39580.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.17800000000000002,0.0,0.282
124,Finland,2017,F,86.37,61.21,41080.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.154,0.0,0.33899999999999997
125,Finland,2017,M,239.19,91.42,41080.0,15468.8,25529.5,35562.7,45565.7,72075.0,0.17800000000000002,0.0,0.282
126,France,2011,F,70.54,62.67,31510.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.133,0.034,
127,France,2011,M,230.85,73.36,31510.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.127,0.077,
128,France,2012,F,69.02,61.53,31820.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.133,0.034,
129,France,2012,M,223.26,71.26,31820.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.127,0.077,
130,France,2013,F,67.78,61.02,32080.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.133,0.034,
131,France,2013,M,218.86,69.75,32080.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.127,0.077,
132,France,2014,F,67.05,59.66,32420.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.133,0.034,
133,France,2014,M,209.93,66.64,32420.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.127,0.077,
134,France,2015,F,67.45,58.67,33020.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.133,0.034,
135,France,2015,M,211.69,67.64,33020.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.127,0.077,
136,France,2016,F,66.76,59.0,33430.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.133,0.034,
137,France,2016,M,206.3,66.63,33430.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.127,0.077,
138,France,2017,F,67.05,59.03,34230.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.133,0.034,
139,France,2017,M,198.54,65.57,34230.0,18570.2,26617.5,33734.1,44273.2,75513.0,0.127,0.077,
140,Germany,2011,F,93.29,80.98,33550.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.145,0.04,0.3
141,Germany,2011,M,238.32,109.32,33550.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.157,0.081,0.226
142,Germany,2012,F,92.69,78.78,34130.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.145,0.04,0.3
143,Germany,2012,M,233.42,106.51,34130.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.157,0.081,0.226
144,Germany,2013,F,95.3,78.71,34860.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.145,0.04,0.3
145,Germany,2013,M,233.47,105.62,34860.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.157,0.081,0.226
146,Germany,2014,F,91.52,75.11,36150.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.145,0.04,0.3
147,Germany,2014,M,224.37,100.9,36150.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.157,0.081,0.226
148,Germany,2015,F,95.52,76.63,37050.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.145,0.04,0.3
149,Germany,2015,M,228.08,103.27,37050.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.157,0.081,0.226
150,Germany,2016,F,94.81,75.14,38070.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.145,0.04,0.3
151,Germany,2016,M,224.21,99.8,38070.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.157,0.081,0.226
152,Germany,2017,F,94.92,73.72,39530.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.145,0.04,0.3
153,Germany,2017,M,219.79,98.42,39530.0,9952.4,20975.5,29266.7,38707.9,64555.2,0.157,0.081,0.226
154,Greece,2011,F,65.55,74.53,18310.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.134,0.11800000000000001,0.292
155,Greece,2011,M,239.19,115.76,18310.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.175,0.25,0.294
156,Greece,2012,F,65.58,77.14,17060.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.134,0.11800000000000001,0.292
157,Greece,2012,M,244.36,117.64,17060.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.175,0.25,0.294
158,Greece,2013,F,66.81,74.05,16410.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.134,0.11800000000000001,0.292
159,Greece,2013,M,241.0,109.98,16410.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.175,0.25,0.294
160,Greece,2014,F,61.49,74.97,16270.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.134,0.11800000000000001,0.292
161,Greece,2014,M,231.8,116.17,16270.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.175,0.25,0.294
162,Greece,2015,F,63.99,76.21,16300.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.134,0.11800000000000001,0.292
163,Greece,2015,M,235.02,119.39,16300.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.175,0.25,0.294
164,Greece,2016,F,65.24,75.43,16190.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.134,0.11800000000000001,0.292
165,Greece,2016,M,225.86,116.64,16190.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.175,0.25,0.294
166,Greece,2017,F,64.26,76.6,16450.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.134,0.11800000000000001,0.292
167,Greece,2017,M,227.13,113.93,16450.0,4999.1,9838.0,12724.9,17132.8,30127.6,0.175,0.25,0.294
168,Hungary,2011,F,201.43,152.34,10240.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.175,0.035,0.22399999999999998
169,Hungary,2011,M,557.7,257.96,10240.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.20600000000000002,0.11,0.282
170,Hungary,2012,F,198.36,150.7,10110.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.175,0.035,0.22399999999999998
171,Hungary,2012,M,538.49,248.59,10110.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.20600000000000002,0.11,0.282
172,Hungary,2013,F,191.96,143.57,10330.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.175,0.035,0.22399999999999998
173,Hungary,2013,M,506.31,238.47,10330.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.20600000000000002,0.11,0.282
174,Hungary,2014,F,190.5,141.75,10770.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.175,0.035,0.22399999999999998
175,Hungary,2014,M,503.64,235.51,10770.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.20600000000000002,0.11,0.282
176,Hungary,2015,F,198.75,143.62,11460.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.175,0.035,0.22399999999999998
177,Hungary,2015,M,502.07,235.51,11460.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.20600000000000002,0.11,0.282
178,Hungary,2016,F,184.89,134.27,11850.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.175,0.035,0.22399999999999998
179,Hungary,2016,M,499.22,229.29,11850.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.20600000000000002,0.11,0.282
180,Hungary,2017,F,191.92,136.96,12980.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.175,0.035,0.22399999999999998
181,Hungary,2017,M,495.62,232.94,12980.0,3657.7,5866.3,7641.1,10043.4,16038.2,0.20600000000000002,0.11,0.282
182,Ireland,2011,F,100.31,84.92,37530.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.16699999999999998,0.03,0.306
183,Ireland,2011,M,216.34,103.37,37530.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.2,0.052000000000000005,0.27399999999999997
184,Ireland,2012,F,95.84,80.62,38110.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.16699999999999998,0.03,0.306
185,Ireland,2012,M,211.13,99.04,38110.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.2,0.052000000000000005,0.27399999999999997
186,Ireland,2013,F,94.38,78.26,38810.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.16699999999999998,0.03,0.306
187,Ireland,2013,M,207.05,95.0,38810.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.2,0.052000000000000005,0.27399999999999997
188,Ireland,2014,F,98.66,77.45,42010.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.16699999999999998,0.03,0.306
189,Ireland,2014,M,196.85,90.24,42010.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.2,0.052000000000000005,0.27399999999999997
190,Ireland,2015,F,89.77,77.74,56120.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.16699999999999998,0.03,0.306
191,Ireland,2015,M,185.13,90.04,56120.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.2,0.052000000000000005,0.27399999999999997
192,Ireland,2016,F,93.98,75.52,56800.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.16699999999999998,0.03,0.306
193,Ireland,2016,M,183.17,84.87,56800.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.2,0.052000000000000005,0.27399999999999997
194,Ireland,2017,F,86.9,68.18,62160.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.16699999999999998,0.03,0.306
195,Ireland,2017,M,172.87,78.57,62160.0,16284.8,27143.3,40885.3,55274.0,84507.0,0.2,0.052000000000000005,0.27399999999999997
196,Italy,2011,F,65.56,69.54,27470.0,,,,,,0.08199999999999999,0.036000000000000004,0.23
197,Italy,2011,M,189.96,82.23,27470.0,,,,,,0.10300000000000001,0.095,0.22399999999999998
198,Italy,2012,F,64.49,69.54,26990.0,,,,,,0.08199999999999999,0.036000000000000004,0.23
199,Italy,2012,M,185.42,81.47,26990.0,,,,,,0.10300000000000001,0.095,0.22399999999999998
200,Italy,2013,F,62.41,65.61,26740.0,,,,,,0.08199999999999999,0.036000000000000004,0.23
201,Italy,2013,M,175.62,77.97,26740.0,,,,,,0.10300000000000001,0.095,0.22399999999999998
202,Italy,2014,F,60.36,64.71,26980.0,,,,,,0.08199999999999999,0.036000000000000004,0.23
203,Italy,2014,M,170.24,73.97,26980.0,,,,,,0.10300000000000001,0.095,0.22399999999999998
204,Italy,2015,F,61.9,65.79,27480.0,,,,,,0.08199999999999999,0.036000000000000004,0.23
205,Italy,2015,M,170.04,77.57,27480.0,,,,,,0.10300000000000001,0.095,0.22399999999999998
206,Italy,2016,F,60.14,62.34,28210.0,,,,,,0.08199999999999999,0.036000000000000004,0.23
207,Italy,2016,M,164.25,71.65,28210.0,,,,,,0.10300000000000001,0.095,0.22399999999999998
208,Italy,2017,F,60.21,62.5,28940.0,,,,,,0.08199999999999999,0.036000000000000004,0.23
209,Italy,2017,M,161.15,71.07,28940.0,,,,,,0.10300000000000001,0.095,0.22399999999999998
210,Latvia,2011,F,182.03,171.26,9550.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.187,0.026000000000000002,0.348
211,Latvia,2011,M,630.02,333.31,9550.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.18,0.16,0.40700000000000003
212,Latvia,2012,F,176.25,161.74,10870.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.187,0.026000000000000002,0.348
213,Latvia,2012,M,627.36,320.58,10870.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.18,0.16,0.40700000000000003
214,Latvia,2013,F,181.2,161.86,11320.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.187,0.026000000000000002,0.348
215,Latvia,2013,M,607.85,305.78,11320.0,2903.8,5817.0,9990.3,14587.3,26319.6,0.18,0.16,0.40700000000000003
